epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,226.418,0.7131,0.62113,0.93985,0.98074,0.99584,0.99455,0.83588,0.63919,0.49284,0.91981,0.000802025,0.000802025,0.000802025
183,227.685,0.65564,0.54769,0.89051,0.97971,0.99324,0.99409,0.85117,0.61699,0.50491,0.91393,0.00079955,0.00079955,0.00079955
184,228.953,0.65179,0.55153,0.90857,0.97302,0.99232,0.99386,0.84495,0.61127,0.51697,0.90901,0.000797075,0.000797075,0.000797075
185,230.149,0.67231,0.5441,0.89509,0.96675,0.98806,0.99214,0.84404,0.60091,0.52115,0.90556,0.0007946,0.0007946,0.0007946
186,231.338,0.67985,0.55081,0.87343,0.97032,0.98253,0.99247,0.84481,0.59854,0.4963,0.90344,0.000792125,0.000792125,0.000792125
187,232.518,0.62504,0.50816,0.88803,0.98631,0.96448,0.99224,0.85471,0.58861,0.48157,0.9004,0.00078965,0.00078965,0.00078965
188,233.72,0.60884,0.5138,0.87296,0.98888,0.96962,0.99209,0.85313,0.60001,0.48856,0.90357,0.000787175,0.000787175,0.000787175
189,235.126,0.61999,0.51101,0.86296,0.96846,0.98016,0.99174,0.84466,0.60809,0.48784,0.90339,0.0007847,0.0007847,0.0007847
190,236.432,0.59553,0.49132,0.89237,0.98992,0.9853,0.99261,0.841,0.63446,0.49265,0.90942,0.000782225,0.000782225,0.000782225
191,237.645,0.64222,0.53919,0.90204,0.98431,0.99197,0.99327,0.83635,0.63776,0.48633,0.91045,0.00077975,0.00077975,0.00077975
192,238.848,0.63886,0.53028,0.89295,0.99404,0.99027,0.99308,0.84454,0.6144,0.47302,0.90291,0.000777275,0.000777275,0.000777275
193,240.064,0.61081,0.50974,0.87177,0.99081,0.99144,0.9923,0.85045,0.59081,0.45791,0.89251,0.0007748,0.0007748,0.0007748
194,241.297,0.61799,0.51238,0.88207,0.98989,0.99147,0.9924,0.85101,0.59757,0.44884,0.89507,0.000772325,0.000772325,0.000772325
195,242.505,0.66109,0.5542,0.87806,0.99118,0.99061,0.9925,0.84842,0.61358,0.44531,0.90296,0.00076985,0.00076985,0.00076985
196,243.773,0.61651,0.50663,0.87002,0.99152,0.99099,0.9923,0.83648,0.63304,0.45165,0.91299,0.000767375,0.000767375,0.000767375
197,245.119,0.67549,0.53747,0.88552,0.99239,0.99108,0.99014,0.82128,0.64383,0.46203,0.91698,0.0007649,0.0007649,0.0007649
198,246.345,0.66122,0.51937,0.87422,0.99597,0.98835,0.99079,0.83544,0.63019,0.44736,0.91077,0.000762425,0.000762425,0.000762425
199,247.535,0.66296,0.52839,0.88075,0.99289,0.98781,0.99417,0.84533,0.61274,0.43683,0.90622,0.00075995,0.00075995,0.00075995
200,248.736,0.62919,0.52427,0.88896,0.97904,0.99962,0.99477,0.84724,0.60618,0.43268,0.90393,0.000757475,0.000757475,0.000757475
201,249.923,0.67727,0.51976,0.91897,0.99437,0.99602,0.995,0.85254,0.60798,0.4374,0.90283,0.000755,0.000755,0.000755
202,251.226,0.65221,0.51608,0.86751,0.9928,0.99842,0.995,0.84891,0.61527,0.45538,0.90346,0.000752525,0.000752525,0.000752525
203,252.526,0.62906,0.50398,0.86677,0.99272,0.99796,0.995,0.84288,0.62107,0.46272,0.90733,0.00075005,0.00075005,0.00075005
204,253.744,0.67937,0.52617,0.9413,0.98575,0.98947,0.99477,0.85228,0.60837,0.47955,0.90219,0.000747575,0.000747575,0.000747575
205,255.035,0.6136,0.51381,0.90667,0.98798,0.99624,0.995,0.8536,0.59657,0.48487,0.89977,0.0007451,0.0007451,0.0007451
206,256.31,0.65485,0.51885,0.88147,0.98929,0.99688,0.995,0.85126,0.59383,0.48548,0.90042,0.000742625,0.000742625,0.000742625
207,257.544,0.67073,0.55606,0.89457,0.99057,0.99916,0.995,0.85969,0.57593,0.47691,0.89002,0.00074015,0.00074015,0.00074015
208,258.81,0.63421,0.50053,0.92066,0.99056,0.99702,0.995,0.86701,0.55916,0.46211,0.88087,0.000737675,0.000737675,0.000737675
209,260.116,0.57711,0.47883,0.86301,0.9911,0.99601,0.995,0.86709,0.56585,0.45387,0.88247,0.0007352,0.0007352,0.0007352
210,261.381,0.64665,0.51205,0.88211,0.99129,0.99517,0.995,0.85865,0.57386,0.44731,0.88489,0.000732725,0.000732725,0.000732725
211,262.669,0.60004,0.47945,0.87279,0.99306,0.99412,0.995,0.85431,0.57268,0.43714,0.88569,0.00073025,0.00073025,0.00073025
212,263.901,0.62182,0.48931,0.89467,0.9928,0.99387,0.995,0.85026,0.57642,0.43352,0.88746,0.000727775,0.000727775,0.000727775
213,265.173,0.56541,0.49903,0.90258,0.9962,0.99317,0.995,0.84811,0.57733,0.43045,0.8852,0.0007253,0.0007253,0.0007253
214,266.533,0.61368,0.49947,0.89191,0.99339,0.99496,0.995,0.8567,0.56626,0.43741,0.87846,0.000722825,0.000722825,0.000722825
215,267.918,0.60107,0.4995,0.8636,0.99105,0.99685,0.995,0.8574,0.55257,0.43101,0.87577,0.00072035,0.00072035,0.00072035
216,269.152,0.58948,0.5036,0.88686,0.99113,0.99795,0.995,0.86545,0.54622,0.43437,0.87498,0.000717875,0.000717875,0.000717875
217,270.409,0.63817,0.53261,0.91383,0.99024,0.99727,0.995,0.86731,0.54607,0.43802,0.8753,0.0007154,0.0007154,0.0007154
218,271.604,0.63774,0.51836,0.88352,0.99007,0.99588,0.995,0.8719,0.55103,0.4333,0.87647,0.000712925,0.000712925,0.000712925
219,272.802,0.62847,0.49331,0.87537,0.99089,0.99481,0.995,0.86161,0.57706,0.42589,0.88373,0.00071045,0.00071045,0.00071045
220,274.026,0.6185,0.49807,0.88406,0.98987,0.9945,0.995,0.855,0.58898,0.41852,0.88659,0.000707975,0.000707975,0.000707975
221,275.229,0.663,0.53147,0.93073,0.9888,0.99532,0.995,0.85846,0.5795,0.42079,0.88111,0.0007055,0.0007055,0.0007055
222,276.517,0.63127,0.49852,0.88756,0.98952,0.99643,0.995,0.8611,0.56746,0.4171,0.87472,0.000703025,0.000703025,0.000703025
223,277.795,0.54582,0.46077,0.8583,0.99049,0.99825,0.995,0.86246,0.57229,0.42395,0.87432,0.00070055,0.00070055,0.00070055
224,279.057,0.59579,0.49094,0.86564,0.99105,0.99993,0.995,0.86334,0.57322,0.42454,0.87358,0.000698075,0.000698075,0.000698075
225,280.31,0.66608,0.49395,0.89338,0.99347,0.99931,0.995,0.87424,0.5597,0.42011,0.87076,0.0006956,0.0006956,0.0006956
226,281.54,0.59564,0.48896,0.87561,0.99483,1,0.995,0.87395,0.54771,0.4189,0.86685,0.000693125,0.000693125,0.000693125
227,282.774,0.67132,0.52805,0.90633,0.99559,1,0.995,0.87848,0.53704,0.4132,0.86468,0.00069065,0.00069065,0.00069065
228,284.04,0.56566,0.47423,0.86829,0.99497,1,0.995,0.87584,0.53974,0.40959,0.86816,0.000688175,0.000688175,0.000688175
229,285.23,0.61028,0.48874,0.89453,0.99296,1,0.995,0.87628,0.54289,0.40208,0.87076,0.0006857,0.0006857,0.0006857
230,286.52,0.60616,0.47699,0.86024,0.99419,1,0.995,0.87511,0.55421,0.40006,0.87616,0.000683225,0.000683225,0.000683225
231,287.724,0.59588,0.45354,0.8677,0.99706,1,0.995,0.87048,0.54784,0.3923,0.87368,0.00068075,0.00068075,0.00068075
232,288.932,0.56615,0.48414,0.87089,0.9977,1,0.995,0.86602,0.53047,0.38725,0.86949,0.000678275,0.000678275,0.000678275
233,290.115,0.55529,0.52073,0.898,0.99681,1,0.995,0.87758,0.52958,0.38412,0.86934,0.0006758,0.0006758,0.0006758
234,291.311,0.60674,0.4862,0.86782,0.99426,1,0.995,0.87671,0.53032,0.39511,0.86926,0.000673325,0.000673325,0.000673325
235,292.509,0.57236,0.48505,0.87717,0.99193,1,0.995,0.87438,0.54399,0.41141,0.8737,0.00067085,0.00067085,0.00067085
236,293.767,0.60699,0.47797,0.88289,0.992,0.9984,0.995,0.85894,0.55481,0.4192,0.87929,0.000668375,0.000668375,0.000668375
237,294.997,0.60317,0.48188,0.86885,0.99005,1,0.995,0.87063,0.54165,0.41076,0.87577,0.0006659,0.0006659,0.0006659
238,296.233,0.59502,0.49166,0.86076,0.9894,0.99806,0.995,0.8724,0.52676,0.39262,0.87192,0.000663425,0.000663425,0.000663425
239,297.593,0.55647,0.46209,0.86845,0.98812,0.99857,0.995,0.87398,0.52782,0.37816,0.87268,0.00066095,0.00066095,0.00066095
240,298.831,0.60957,0.47647,0.87358,0.98666,0.99839,0.995,0.87468,0.53535,0.37528,0.87595,0.000658475,0.000658475,0.000658475
241,300.02,0.59712,0.47949,0.87899,0.98965,0.99922,0.995,0.86302,0.52855,0.37255,0.8737,0.000656,0.000656,0.000656
242,301.208,0.56791,0.47316,0.86893,0.99312,1,0.995,0.87271,0.52458,0.37278,0.87095,0.000653525,0.000653525,0.000653525
243,302.411,0.59577,0.45973,0.89957,0.99509,1,0.995,0.87017,0.52018,0.38373,0.86909,0.00065105,0.00065105,0.00065105
244,303.605,0.54648,0.45765,0.87153,0.99643,1,0.995,0.87929,0.52447,0.38252,0.86783,0.000648575,0.000648575,0.000648575
245,304.801,0.55419,0.43014,0.85641,0.99682,1,0.995,0.87521,0.53255,0.38284,0.86711,0.0006461,0.0006461,0.0006461
246,305.98,0.6222,0.47958,0.89267,0.9963,1,0.995,0.87838,0.53342,0.37836,0.86788,0.000643625,0.000643625,0.000643625
247,307.224,0.59196,0.45516,0.86402,0.99619,1,0.995,0.88248,0.52557,0.37907,0.86853,0.00064115,0.00064115,0.00064115
248,308.391,0.61286,0.47794,0.87874,0.99605,0.99891,0.995,0.8831,0.51883,0.37799,0.86721,0.000638675,0.000638675,0.000638675
249,309.566,0.5578,0.46638,0.84785,0.99486,0.99809,0.995,0.87995,0.51582,0.37834,0.86436,0.0006362,0.0006362,0.0006362
250,310.745,0.55842,0.48232,0.89252,0.99485,0.99807,0.995,0.88612,0.51002,0.372,0.86212,0.000633725,0.000633725,0.000633725
251,311.914,0.5365,0.43373,0.87393,0.99435,0.99993,0.995,0.88465,0.51205,0.37538,0.86446,0.00063125,0.00063125,0.00063125
252,313.066,0.5735,0.44664,0.85447,0.99293,1,0.995,0.87485,0.5244,0.38291,0.86688,0.000628775,0.000628775,0.000628775
253,314.246,0.5878,0.4635,0.89221,0.9924,1,0.995,0.87872,0.53597,0.3861,0.86683,0.0006263,0.0006263,0.0006263
254,315.608,0.56278,0.43057,0.87464,0.99238,0.99744,0.995,0.87131,0.54476,0.38617,0.86925,0.000623825,0.000623825,0.000623825
255,316.873,0.60804,0.47475,0.88304,0.99254,0.99321,0.995,0.87574,0.5474,0.3837,0.86932,0.00062135,0.00062135,0.00062135
256,318.032,0.57834,0.43211,0.88122,0.99385,0.99013,0.995,0.87155,0.53889,0.38938,0.86827,0.000618875,0.000618875,0.000618875
257,319.221,0.56945,0.44638,0.85648,0.99541,0.98768,0.995,0.88255,0.53795,0.38883,0.86895,0.0006164,0.0006164,0.0006164
258,320.416,0.57786,0.43867,0.86012,0.99644,0.9851,0.995,0.87184,0.54423,0.38944,0.87169,0.000613925,0.000613925,0.000613925
259,321.624,0.57215,0.46312,0.86155,0.98932,0.98519,0.995,0.87488,0.54146,0.38953,0.87478,0.00061145,0.00061145,0.00061145
260,322.818,0.55413,0.46275,0.85327,0.99699,0.9709,0.99412,0.87011,0.54056,0.39175,0.88137,0.000608975,0.000608975,0.000608975
261,324.034,0.62386,0.4718,0.88896,0.99566,0.9716,0.99455,0.8751,0.53054,0.38277,0.87871,0.0006065,0.0006065,0.0006065
262,325.263,0.51869,0.44912,0.86802,0.97412,1,0.995,0.88187,0.51423,0.3892,0.87032,0.000604025,0.000604025,0.000604025
263,326.501,0.5631,0.45046,0.86236,0.98182,0.9991,0.995,0.87475,0.50864,0.39053,0.86375,0.00060155,0.00060155,0.00060155
264,327.833,0.52889,0.44284,0.88043,0.98622,0.99814,0.995,0.88115,0.49483,0.37782,0.86073,0.000599075,0.000599075,0.000599075
265,329.069,0.57705,0.45327,0.86174,0.99272,0.99356,0.995,0.88677,0.4834,0.36827,0.85787,0.0005966,0.0005966,0.0005966
266,330.305,0.5743,0.43546,0.86159,0.99374,0.99335,0.995,0.88961,0.4982,0.36277,0.86204,0.000594125,0.000594125,0.000594125
267,331.741,0.5898,0.45174,0.84424,0.9927,0.99325,0.995,0.88423,0.51473,0.36733,0.86758,0.00059165,0.00059165,0.00059165
268,333.009,0.58081,0.44985,0.8684,0.99013,0.99334,0.995,0.88314,0.51078,0.36497,0.86756,0.000589175,0.000589175,0.000589175
269,334.307,0.55997,0.44539,0.87838,0.98236,0.99385,0.995,0.87556,0.51158,0.37057,0.86717,0.0005867,0.0005867,0.0005867
270,335.524,0.55736,0.44845,0.87038,0.99451,0.97897,0.995,0.87866,0.511,0.37693,0.86504,0.000584225,0.000584225,0.000584225
271,336.779,0.5226,0.42709,0.88704,0.99351,0.97963,0.995,0.88446,0.49925,0.38252,0.86217,0.00058175,0.00058175,0.00058175
272,338.078,0.5318,0.41766,0.84883,0.99246,0.98057,0.995,0.88942,0.49503,0.37714,0.86279,0.000579275,0.000579275,0.000579275
273,339.299,0.56049,0.42123,0.86752,0.99222,0.98219,0.995,0.88627,0.50143,0.38044,0.86485,0.0005768,0.0005768,0.0005768
274,340.493,0.51622,0.41892,0.85329,0.99291,0.99233,0.995,0.87701,0.52596,0.3792,0.86919,0.000574325,0.000574325,0.000574325
275,341.701,0.56921,0.43457,0.87272,0.99505,0.99664,0.995,0.87849,0.52214,0.37526,0.86633,0.00057185,0.00057185,0.00057185
276,343.059,0.54279,0.41398,0.86113,0.99643,0.99749,0.995,0.887,0.48456,0.36209,0.8571,0.000569375,0.000569375,0.000569375
277,344.401,0.50931,0.43949,0.84587,0.99671,0.99845,0.995,0.89958,0.46803,0.35663,0.85235,0.0005669,0.0005669,0.0005669
278,345.722,0.56128,0.42894,0.84634,0.99762,0.99799,0.995,0.88799,0.48208,0.35876,0.85636,0.000564425,0.000564425,0.000564425
279,346.979,0.47084,0.38623,0.84945,0.99604,0.99812,0.995,0.88401,0.50406,0.36162,0.8619,0.00056195,0.00056195,0.00056195
280,348.25,0.50765,0.42826,0.86379,0.99575,0.9987,0.995,0.88213,0.50845,0.36046,0.86337,0.000559475,0.000559475,0.000559475
281,349.525,0.52499,0.42047,0.85042,0.99496,0.99867,0.995,0.88924,0.49047,0.35533,0.85921,0.000557,0.000557,0.000557
282,350.801,0.53305,0.42181,0.87603,0.99638,1,0.995,0.89847,0.47376,0.34893,0.85402,0.000554525,0.000554525,0.000554525
283,352.037,0.55903,0.42691,0.86365,0.99737,1,0.995,0.90875,0.46553,0.343,0.85203,0.00055205,0.00055205,0.00055205
284,353.28,0.54195,0.41612,0.86015,0.99733,1,0.995,0.90884,0.46965,0.34566,0.85529,0.000549575,0.000549575,0.000549575
285,354.567,0.53963,0.43077,0.84809,0.9971,1,0.995,0.89551,0.47583,0.35057,0.85852,0.0005471,0.0005471,0.0005471
286,355.853,0.51895,0.41876,0.86875,0.99709,1,0.995,0.9004,0.46423,0.3463,0.85358,0.000544625,0.000544625,0.000544625
287,357.444,0.5268,0.41627,0.85205,0.99701,1,0.995,0.90051,0.4659,0.34273,0.85016,0.00054215,0.00054215,0.00054215
288,358.769,0.52818,0.42316,0.86151,0.99706,1,0.995,0.89713,0.4716,0.34553,0.8506,0.000539675,0.000539675,0.000539675
289,360.229,0.52819,0.42388,0.84779,0.99719,1,0.995,0.88866,0.46934,0.34521,0.85133,0.0005372,0.0005372,0.0005372
290,361.645,0.55277,0.44378,0.89534,0.99669,1,0.995,0.8914,0.47066,0.34273,0.85217,0.000534725,0.000534725,0.000534725
291,363.124,0.55213,0.43584,0.88155,0.99643,1,0.995,0.89716,0.45887,0.34135,0.85004,0.00053225,0.00053225,0.00053225
292,364.479,0.5497,0.42486,0.85142,0.99644,1,0.995,0.90004,0.45124,0.34386,0.84936,0.000529775,0.000529775,0.000529775
293,365.835,0.53315,0.39615,0.87186,0.99621,1,0.995,0.89969,0.45165,0.34093,0.84865,0.0005273,0.0005273,0.0005273
294,367.108,0.52892,0.41242,0.86588,0.99607,1,0.995,0.91166,0.44822,0.33488,0.84702,0.000524825,0.000524825,0.000524825
295,368.42,0.5165,0.42072,0.86135,0.99575,1,0.995,0.90364,0.4518,0.33447,0.84702,0.00052235,0.00052235,0.00052235
296,369.663,0.56258,0.42966,0.8986,0.99575,1,0.995,0.90354,0.44518,0.3348,0.84507,0.000519875,0.000519875,0.000519875
297,371.004,0.50912,0.40107,0.86196,0.99583,1,0.995,0.90731,0.42872,0.3331,0.84097,0.0005174,0.0005174,0.0005174
298,372.244,0.49227,0.40132,0.85096,0.99568,1,0.995,0.90433,0.42953,0.32673,0.83939,0.000514925,0.000514925,0.000514925
299,373.546,0.53658,0.43328,0.86365,0.9936,1,0.995,0.90203,0.44979,0.33067,0.84323,0.00051245,0.00051245,0.00051245
300,374.817,0.52017,0.41033,0.88605,0.99055,1,0.995,0.89545,0.4699,0.34242,0.848,0.000509975,0.000509975,0.000509975
301,376.054,0.50473,0.40464,0.85864,0.98859,0.99967,0.995,0.89601,0.47648,0.35291,0.85088,0.0005075,0.0005075,0.0005075
302,377.322,0.50311,0.40912,0.85069,0.98912,0.99942,0.995,0.89222,0.47873,0.36719,0.85132,0.000505025,0.000505025,0.000505025
303,378.572,0.54226,0.42782,0.87306,0.99192,0.99981,0.995,0.89432,0.48057,0.36731,0.85187,0.00050255,0.00050255,0.00050255
304,379.877,0.54115,0.43571,0.88198,0.9932,1,0.995,0.90021,0.46709,0.35559,0.84906,0.000500075,0.000500075,0.000500075
305,381.222,0.53672,0.42059,0.87311,0.99512,1,0.995,0.89947,0.45569,0.34964,0.84638,0.0004976,0.0004976,0.0004976
306,382.487,0.49852,0.39803,0.85024,0.99657,1,0.995,0.89669,0.46422,0.34097,0.8486,0.000495125,0.000495125,0.000495125
307,383.748,0.50063,0.41336,0.84391,0.99754,1,0.995,0.89765,0.47046,0.33978,0.85078,0.00049265,0.00049265,0.00049265
308,385.004,0.49792,0.39016,0.85186,0.99649,1,0.995,0.89464,0.46813,0.33889,0.85211,0.000490175,0.000490175,0.000490175
309,386.28,0.5353,0.39311,0.85467,0.99528,0.99876,0.995,0.89639,0.4679,0.34376,0.85372,0.0004877,0.0004877,0.0004877
310,387.542,0.49018,0.37816,0.8626,0.9962,0.99852,0.995,0.89619,0.47202,0.3448,0.85444,0.000485225,0.000485225,0.000485225
311,388.792,0.48122,0.38947,0.83874,0.99679,1,0.995,0.89953,0.46741,0.34334,0.85258,0.00048275,0.00048275,0.00048275
312,390.08,0.48084,0.39329,0.85979,0.99697,0.9997,0.995,0.89777,0.4815,0.34182,0.85491,0.000480275,0.000480275,0.000480275
313,391.382,0.51231,0.40593,0.86161,0.99684,1,0.995,0.89701,0.489,0.33899,0.85641,0.0004778,0.0004778,0.0004778
314,392.722,0.51051,0.38344,0.85202,0.99698,1,0.995,0.90324,0.47599,0.33165,0.85373,0.000475325,0.000475325,0.000475325
315,393.965,0.49104,0.40631,0.87362,0.99663,1,0.995,0.90473,0.45891,0.33374,0.851,0.00047285,0.00047285,0.00047285
316,395.28,0.48769,0.4055,0.84988,0.9966,1,0.995,0.90693,0.46129,0.33362,0.85125,0.000470375,0.000470375,0.000470375
317,396.536,0.51671,0.41617,0.86012,0.99607,1,0.995,0.90389,0.45819,0.33277,0.85095,0.0004679,0.0004679,0.0004679
318,397.801,0.50016,0.38973,0.86325,0.99524,1,0.995,0.90022,0.45588,0.33545,0.84879,0.000465425,0.000465425,0.000465425
319,399.062,0.50778,0.40003,0.84466,0.99488,1,0.995,0.89991,0.45831,0.33352,0.84921,0.00046295,0.00046295,0.00046295
320,400.355,0.47564,0.42089,0.84628,0.99529,1,0.995,0.89894,0.45744,0.32809,0.85118,0.000460475,0.000460475,0.000460475
321,401.694,0.46565,0.38407,0.83175,0.99527,0.99947,0.995,0.89046,0.4621,0.32747,0.8546,0.000458,0.000458,0.000458
322,403.053,0.4849,0.38083,0.86528,0.99574,0.9992,0.995,0.89346,0.46645,0.33098,0.85705,0.000455525,0.000455525,0.000455525
323,404.306,0.51555,0.4073,0.8283,0.99634,0.99928,0.995,0.88303,0.4667,0.32914,0.85656,0.00045305,0.00045305,0.00045305
324,405.599,0.45266,0.37924,0.85522,0.99724,1,0.995,0.89558,0.459,0.3331,0.85303,0.000450575,0.000450575,0.000450575
325,406.907,0.48893,0.40433,0.88463,0.99705,1,0.995,0.89907,0.44594,0.32781,0.84927,0.0004481,0.0004481,0.0004481
326,408.157,0.49489,0.39045,0.85024,0.99685,1,0.995,0.9087,0.43044,0.31616,0.84335,0.000445625,0.000445625,0.000445625
327,409.426,0.51745,0.40148,0.88182,0.99688,1,0.995,0.91522,0.42524,0.31669,0.84029,0.00044315,0.00044315,0.00044315
328,410.689,0.48185,0.38308,0.86456,0.99697,1,0.995,0.91121,0.42244,0.31669,0.83736,0.000440675,0.000440675,0.000440675
329,411.982,0.53025,0.41851,0.84276,0.99694,1,0.995,0.91668,0.41778,0.31299,0.83476,0.0004382,0.0004382,0.0004382
330,413.369,0.48668,0.39244,0.86119,0.99697,1,0.995,0.90895,0.4084,0.30553,0.8319,0.000435725,0.000435725,0.000435725
331,414.632,0.45634,0.37574,0.8444,0.99713,1,0.995,0.91881,0.39943,0.30503,0.83052,0.00043325,0.00043325,0.00043325
332,415.941,0.45978,0.37478,0.86561,0.99692,1,0.995,0.9247,0.39239,0.30416,0.82992,0.000430775,0.000430775,0.000430775
333,417.245,0.4166,0.37548,0.84454,0.99497,1,0.995,0.9208,0.39794,0.3043,0.83214,0.0004283,0.0004283,0.0004283
334,418.496,0.47196,0.37551,0.8422,0.99372,1,0.995,0.91608,0.40662,0.30732,0.83561,0.000425825,0.000425825,0.000425825
335,419.756,0.46236,0.39498,0.85884,0.99278,0.999,0.995,0.91466,0.41178,0.31314,0.83796,0.00042335,0.00042335,0.00042335
336,421,0.44825,0.36039,0.86932,0.99233,0.99865,0.995,0.91384,0.41745,0.32403,0.83866,0.000420875,0.000420875,0.000420875
337,422.306,0.46266,0.37419,0.84417,0.99294,0.99898,0.995,0.91694,0.42236,0.32545,0.83874,0.0004184,0.0004184,0.0004184
338,423.558,0.48978,0.39221,0.88406,0.99375,1,0.995,0.91606,0.43186,0.3209,0.83903,0.000415925,0.000415925,0.000415925
339,424.89,0.44959,0.37917,0.83374,0.99416,1,0.995,0.91808,0.42197,0.31551,0.83783,0.00041345,0.00041345,0.00041345
340,426.155,0.44428,0.37034,0.83005,0.99438,1,0.995,0.91557,0.41415,0.31917,0.83646,0.000410975,0.000410975,0.000410975
341,427.399,0.47513,0.38905,0.8366,0.99544,1,0.995,0.91382,0.41993,0.32244,0.83637,0.0004085,0.0004085,0.0004085
342,428.656,0.4987,0.4018,0.85849,0.99658,1,0.995,0.91616,0.42779,0.32046,0.83756,0.000406025,0.000406025,0.000406025
343,429.892,0.46019,0.37331,0.84868,0.99713,1,0.995,0.90932,0.43875,0.3198,0.84075,0.00040355,0.00040355,0.00040355
344,431.087,0.46109,0.38759,0.86702,0.99737,1,0.995,0.90832,0.43817,0.31869,0.84044,0.000401075,0.000401075,0.000401075
345,432.329,0.45299,0.37595,0.83102,0.99735,1,0.995,0.91578,0.41222,0.31198,0.83564,0.0003986,0.0003986,0.0003986
346,433.533,0.48835,0.41648,0.87217,0.99698,1,0.995,0.91256,0.40755,0.30512,0.83545,0.000396125,0.000396125,0.000396125
347,434.832,0.4518,0.37332,0.85269,0.99628,1,0.995,0.91128,0.4143,0.30476,0.83652,0.00039365,0.00039365,0.00039365
348,436.056,0.41771,0.36114,0.83796,0.99516,1,0.995,0.91314,0.42992,0.30829,0.84025,0.000391175,0.000391175,0.000391175
349,437.308,0.47016,0.38807,0.83004,0.99401,1,0.995,0.91473,0.43012,0.31248,0.84102,0.0003887,0.0003887,0.0003887
350,438.615,0.46959,0.37355,0.8419,0.99278,1,0.995,0.91421,0.41581,0.31006,0.83724,0.000386225,0.000386225,0.000386225
351,439.837,0.46426,0.37867,0.83557,0.99232,1,0.995,0.92459,0.40935,0.30665,0.83294,0.00038375,0.00038375,0.00038375
352,441.118,0.46095,0.37381,0.85138,0.99198,1,0.995,0.92493,0.40919,0.3087,0.83185,0.000381275,0.000381275,0.000381275
353,442.351,0.46056,0.38036,0.85147,0.99205,1,0.995,0.92217,0.40764,0.30087,0.83174,0.0003788,0.0003788,0.0003788
354,443.565,0.42925,0.3616,0.81957,0.9926,1,0.995,0.91592,0.41102,0.30105,0.83219,0.000376325,0.000376325,0.000376325
355,444.864,0.47796,0.38564,0.84648,0.9938,1,0.995,0.91793,0.41163,0.3051,0.8324,0.00037385,0.00037385,0.00037385
356,446.092,0.46477,0.36762,0.85871,0.99452,1,0.995,0.9227,0.40065,0.3041,0.82983,0.000371375,0.000371375,0.000371375
357,447.31,0.4332,0.35802,0.82922,0.99491,1,0.995,0.9245,0.38758,0.30322,0.82662,0.0003689,0.0003689,0.0003689
358,448.554,0.41363,0.35311,0.83149,0.99491,1,0.995,0.92279,0.38569,0.29518,0.82685,0.000366425,0.000366425,0.000366425
359,449.739,0.44263,0.35333,0.82294,0.9954,1,0.995,0.92419,0.38849,0.29082,0.82846,0.00036395,0.00036395,0.00036395
360,450.948,0.45935,0.37156,0.85019,0.99603,1,0.995,0.9197,0.38784,0.2939,0.82889,0.000361475,0.000361475,0.000361475
361,452.182,0.44693,0.36548,0.85276,0.9962,1,0.995,0.92106,0.38253,0.29599,0.82753,0.000359,0.000359,0.000359
362,453.411,0.41833,0.35376,0.8434,0.99601,1,0.995,0.92878,0.37395,0.28998,0.8249,0.000356525,0.000356525,0.000356525
363,454.654,0.44294,0.37135,0.85591,0.99595,1,0.995,0.92937,0.37815,0.29143,0.82586,0.00035405,0.00035405,0.00035405
364,455.953,0.49608,0.37803,0.84259,0.99607,1,0.995,0.92967,0.38661,0.29588,0.82823,0.000351575,0.000351575,0.000351575
365,457.183,0.51532,0.39179,0.85366,0.99617,1,0.995,0.92869,0.38169,0.29917,0.83026,0.0003491,0.0003491,0.0003491
366,458.391,0.46274,0.38212,0.85478,0.99634,1,0.995,0.93134,0.38213,0.29993,0.83219,0.000346625,0.000346625,0.000346625
367,459.666,0.45842,0.37062,0.84903,0.99667,1,0.995,0.92704,0.37785,0.29518,0.83161,0.00034415,0.00034415,0.00034415
368,460.9,0.4559,0.37409,0.85596,0.9969,1,0.995,0.93481,0.36705,0.29553,0.82922,0.000341675,0.000341675,0.000341675
369,462.123,0.44822,0.36402,0.83088,0.997,1,0.995,0.93795,0.35631,0.28796,0.82684,0.0003392,0.0003392,0.0003392
370,463.331,0.44338,0.36677,0.84582,0.99715,1,0.995,0.93916,0.35114,0.28449,0.8253,0.000336725,0.000336725,0.000336725
371,464.573,0.42096,0.3572,0.84112,0.99732,1,0.995,0.94008,0.35108,0.28512,0.82452,0.00033425,0.00033425,0.00033425
372,465.902,0.43832,0.351,0.83903,0.99744,1,0.995,0.94097,0.35233,0.28533,0.82307,0.000331775,0.000331775,0.000331775
373,467.13,0.44727,0.36755,0.84462,0.9975,1,0.995,0.9388,0.36101,0.28872,0.8238,0.0003293,0.0003293,0.0003293
374,468.332,0.40771,0.33415,0.83557,0.99733,1,0.995,0.93961,0.36492,0.2903,0.82476,0.000326825,0.000326825,0.000326825
375,469.556,0.48425,0.36317,0.82819,0.99708,1,0.995,0.93415,0.37097,0.28855,0.82494,0.00032435,0.00032435,0.00032435
